GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q	Sample
2729860805	32.978842	17.632596	37	6	0	0.128284	0.109007	0.002751	0.030647	0.003045	0.005784	0.279517	0.866259	0.853159	0.843815	0.834652	0.823237	0.80334	0.747909	0.387857	0.063743	0.009167	0.005776	0.004396	0.003383	0.002816	1.319154	?	?	0.855522	8	D16N3-tumor
2729860805	32.481441	17.438394	37	6	0	0.12677	0.057024	0.003119	0.034543	0.003723	0.006553	0.231732	0.865189	0.852168	0.842688	0.83319	0.821068	0.799142	0.737625	0.363098	0.055265	0.008199	0.005355	0.004092	0.003188	0.002683	1.353393	?	?	0.854583	8	D16P-tumor
2729860805	29.09877	15.890332	32	6	0	0.123979	0.061921	0.002441	0.032166	0.007792	0.006319	0.234617	0.863483	0.850102	0.839823	0.828595	0.811071	0.762532	0.627812	0.191348	0.022441	0.006066	0.004078	0.003067	0.002512	0.002108	1.385656	?	?	0.852517	8	D17N-tumor
2729860805	29.489285	16.073598	33	6	0	0.124335	0.071523	0.002788	0.032483	0.005201	0.005805	0.242135	0.863785	0.850408	0.840264	0.829398	0.813221	0.771227	0.649657	0.204419	0.021456	0.006399	0.004522	0.003324	0.002678	0.002252	1.340422	?	?	0.852855	8	D18N-tumor
2729860805	33.470272	17.857303	38	6	0	0.124859	0.11669	0.002407	0.030329	0.006263	0.005954	0.286503	0.86402	0.851229	0.842274	0.833523	0.822926	0.80533	0.757573	0.419158	0.074635	0.009548	0.005639	0.004347	0.003354	0.00279	1.338811	?	?	0.853584	8	D2N-tumor
2729860805	31.426523	16.999404	35	6	0	0.126032	0.069341	0.002902	0.032728	0.004308	0.006138	0.24145	0.865077	0.851648	0.841824	0.831787	0.818467	0.791641	0.713281	0.304458	0.038838	0.007193	0.005063	0.003818	0.003026	0.002573	1.366371	?	?	0.854123	8	D3N-tumor
2729860805	29.360054	16.073431	33	6	0	0.128146	0.111025	0.002367	0.029992	0.008394	0.005505	0.285428	0.863603	0.850137	0.840121	0.829594	0.814056	0.772603	0.648351	0.193166	0.018781	0.006394	0.004681	0.003508	0.002871	0.002437	1.334548	?	?	0.852574	8	D3R-tumor
2729860805	32.112703	17.172736	36	6	0	0.127015	0.115958	0.002629	0.031207	0.006021	0.005758	0.288588	0.865615	0.852237	0.842622	0.833092	0.821069	0.79858	0.732351	0.341205	0.047755	0.007677	0.005138	0.003885	0.003044	0.00257	1.338029	?	?	0.854672	8	D4R-tumor
2729860805	33.735146	18.043812	38	6	0	0.126679	0.064697	0.002982	0.034158	0.004534	0.005959	0.239008	0.864997	0.852061	0.842957	0.834049	0.823032	0.805261	0.759578	0.43321	0.081503	0.010245	0.005837	0.004538	0.00352	0.002912	1.349406	?	?	0.854467	8	D9N1-tumor
2729860805	23.227806	13.5995	26	5	0	0.129881	0.093711	0.001888	0.02357	0.034704	0.005495	0.28925	0.857134	0.843732	0.831913	0.812515	0.744867	0.555592	0.296038	0.035251	0.006768	0.004004	0.002997	0.002418	0.001995	0.001694	1.451738	?	?	0.845808	8	D9N2-tumor
2729860805	32.614623	17.447505	37	6	0	0.124001	0.058335	0.002967	0.033014	0.003994	0.005417	0.227728	0.864683	0.851548	0.842058	0.83256	0.820559	0.799122	0.739854	0.373373	0.058785	0.008184	0.005254	0.004009	0.003083	0.002572	1.358943	?	?	0.853989	8	D9R-tumor
2729860805	22.504529	12.869421	25	5	0	0.126616	0.064915	0.003108	0.040873	0.003058	0.005067	0.243637	0.863309	0.847572	0.833496	0.810753	0.73414	0.52478	0.250746	0.019481	0.005271	0.003535	0.002679	0.002158	0.001777	0.001497	1.406533	?	?	0.85002	8	NMU12-tumor-LA
2729860805	35.049603	18.629087	39	7	0	0.128946	0.097019	0.002599	0.03079	0.003959	0.006403	0.269716	0.865838	0.852924	0.844095	0.835741	0.825936	0.811456	0.777357	0.499818	0.116843	0.014153	0.006561	0.005108	0.003922	0.003164	1.298133	?	?	0.855259	8	NMU12-tumor-RL
2729860805	32.583469	17.560977	37	6	0	0.12986	0.109164	0.002419	0.028781	0.004989	0.006619	0.281831	0.865143	0.851969	0.842729	0.83369	0.822313	0.801131	0.739533	0.364276	0.057796	0.009576	0.005998	0.004449	0.003396	0.002821	1.303339	?	?	0.854336	8	NMU13-tumor-LAL
2729860805	29.611603	16.152539	33	6	0	0.128935	0.09377	0.002525	0.029961	0.003912	0.005958	0.265061	0.864954	0.851238	0.841162	0.83064	0.815164	0.775168	0.656337	0.205743	0.020645	0.006369	0.004648	0.003484	0.002826	0.002419	1.345982	?	?	0.853661	8	NMU13-tumor-RLL
2729860805	30.554543	16.606377	34	6	0	0.129754	0.112621	0.002571	0.029402	0.003268	0.005544	0.28316	0.865474	0.851825	0.841971	0.831899	0.817903	0.785643	0.68841	0.253214	0.028351	0.007106	0.00522	0.003903	0.003082	0.002604	1.328458	?	?	0.854262	8	NMU2-tumor
2729860805	32.737754	17.62525	37	6	0	0.131991	0.113313	0.0025	0.029154	0.005083	0.009418	0.291458	0.865694	0.852736	0.84357	0.834583	0.823235	0.802015	0.740797	0.370775	0.062351	0.010055	0.006144	0.004646	0.003531	0.002883	1.30951	?	?	0.855039	8	NMU5-tumor-LA
																																
																																
																																
																																
