"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NResponse to hypoxia and oxidative stress",-0.265828723216124,0.18,0.525756929637527,"6300;367;6647;4056;1031;2877;4217;119391;3162;472;2882;8626;5599;2686;1026;5602;5600;8288;221357","Response to hypoxia and oxidative stress"
"NCell cycle_S phase",-0.266359854673123,0.18,0.525756929637527,"891;9656;3005;1874;5757;3978;890;7311;5885;5983;115426;5347;64682;8556;10459;63922;7150;5981;196;8318;10926;8243;9874;5984;6119;983;26354;672;81620;6233;4616;3009;8317;3981;675;5426;7011;3010;1647;472;23468;3320;1026;9700;28984","S phase"
"NCell adhesion_Integrin priming",-0.455984379655385,0.2,0.553614728334082,"23236;3678;3909;5335;3911;2149;1282;7852;1281;5581;3676;5293;284217;818;3679;6655;59;6915;8515;3672;2147;5330;815;816;1277;22801;2335","Integrin priming"
"NDNA damage_DBS repair",-0.263133097230272,0.2,0.553614728334082,"23409;55120;3978;7311;4255;146956;4204;7518;7158;51547;11284;2175;80198;3148;23137;7150;4750;2177;2178;5893;6119;64421;672;6233;10635;3981;675;472;5591;55815","DBS repair"
"NSignal transduction_Androgen receptor nuclear signaling",-0.258324150281695,0.2,0.553614728334082,"983;1387;367;672;2316;4313;5325;9001;2149;7041;6840;9612;675;64324;2289;3320;1026;9682;1644;3486","Androgen receptor nuclear signaling"
"NTranslation_Elongation-Termination",-0.437258821151698,0.2,0.553614728334082,"23708;7311;6161;6135;6143;5290;6727;6188;6124;6137;6159;6128;6217;10399;6133;6193;6222;6218;6728;6224;6154;57176;6207;6170;6164;6232;6228;6141;6165;6158;6176;6209;6230;6157;6205;6204;6189;6155;6152;3643;6726;6167;6147;6202;9349;6156;6231;6229;6122;6895;6208;6029;6233;23521;6173;6146;6227;6234;6199;1933;6206;6169;6132;6194;29118;9669;79048;6168","Elongation-Termination"
"NReproduction_Progesterone signaling",-0.275877589411421,0.2,0.553614728334082,"983;3082;23236;5333;2260;4313;4851;1855;51807;4217;9088;1164;3337;2099;2289;51176;7422;8295;5140;5452;2564;815;64506;3292;5582;347733;1759;3479;2335","Progesterone signaling"
"NCell cycle_G0-G1",-0.252615510919718,0.22,0.573805796488259,"5465;3005;1874;595;5933;5036;64682;2475;1021;1024;983;1027;5325;1031;5911;50486;4303;1026;1030;1871","G0-G1"
"NSignal transduction_Androgen receptor signaling cross-talk",-0.182812349520496,0.24,0.597528271405493,"5599;5600;154;3479","Androgen receptor signaling cross-talk"
"NSignal transduction_Neuropeptide signaling pathways",-0.468800619126391,0.24,0.597528271405493,"10874;5368;5310;5581;4828;796;6752;256933;181;22859;1742;117;11318;51083;8620;1363;10316","Neuropeptide signaling pathways"
"NInflammation_IL-10 anti-inflammatory response",-0.440990467775983,0.24,0.597528271405493,"6300;10922;6885;4313;5292;4322;3162;5293;894;4792;3552;5600;1466;4318;6348;3553;3586;54210","IL-10 anti-inflammatory response"
"NApoptosis_Apoptosis stimulation by external signals",-0.273999039425931,0.24,0.597528271405493,"2066;4909;1839;23236;5871;10572;581;3635;6885;10018;5062;4217;5599;4792;5602;939;4915;627;3624;4916","Apoptosis stimulation by external signals"
"NTranslation_Translation initiation",-0.414370130792509,0.24,0.597528271405493,"1452;6201;8672;6187;51602;3646;6142;11224;8661;7311;1736;6161;6135;6143;8602;6188;6124;6137;2091;8445;6159;6128;6217;10399;6133;6193;6222;6218;6224;27335;6154;6207;6170;6164;6232;6228;6141;6165;6158;6176;55505;6209;6230;6157;6205;6204;6189;6155;8894;23369;8761;6152;6167;6147;6202;9349;8669;6156;6231;6229;6122;6208;6233;23521;6173;6146;6227;6234;26019;6206;440275;6169;6132;6194;65109;9669;6168","Translation initiation"
"NSignal transduction_NOTCH signaling",-0.285030363716378,0.24,0.597528271405493,"8777;9915;3955;4843;2648;7474;2066;182;5603;8323;1839;768;1027;3932;5155;4855;6300;5154;64750;6502;6233;6423;4851;1855;57534;9924;6199;3559;9612;2069;2535;8326;5293;9148;3714;9794;6194;7475;8626;7476;6655;5599;1026;7422;4792;5602;5600;8076;84667;5156;2273;9046;5159","NOTCH signaling"
"NInflammation_IgE signaling",-0.444580174946162,0.26,0.619547738693467,"4772;23236;773;5335;3937;7178;4056;5062;5293;4773;5740;5599;2206;4792;5602;10725;5600;7409;6850;5330;695;240;2207;27040","IgE signaling"
"NDevelopment_Neuromuscular junction",-0.446519793300767,0.26,0.619547738693467,"5578;3915;2066;1140;23236;1135;5333;3909;5335;3911;43;1143;1855;1282;375790;6843;7402;284217;6655;5579;5599;5602;1134;5330;6442;5582;6855;1145;8292","Neuromuscular junction"
"NSignal transduction_ESR1-nuclear pathway",-0.294335865990387,0.26,0.619547738693467,"857;9611;5241;7764;8085;994;4843;5179;790;2066;3726;4358;1387;109;672;6647;84458;9759;23543;6942;11214;6233;133522;5325;9612;3667;5783;111;2305;177;196883;2099;8289;1152;112;1026;7422;654;9667;133;7020;4776;100;51083;3292;3315;3479;10268;108","ESR1-nuclear pathway"
"NReproduction_Male sex differentiation",-0.298982372354672,0.26,0.619547738693467,"4678;1839;8021;3643;983;3082;10572;3024;1387;7182;773;367;581;5154;57082;7178;6885;2194;51807;3676;9148;3714;3010;23118;8911;10420;472;8626;650;3303;894;5579;6909;1026;604;5600;50511;7020;5156;8643;815;939;269;347733;1644;3479","Male sex differentiation"
"NNeurophysiological process_Olfactory transduction",-0.628038816804121,0.28,0.630293956545554,"815;1258","Olfactory transduction"
"NNeurophysiological process_GABAergic neurotransmission",-0.441487295913587,0.28,0.630293956545554,"23236;109;773;6804;9057;51807;2902;2869;6857;111;774;112;2868;22809;53358;2550;2904;3763;815;23025;2572;347733;1759","GABAergic neurotransmission"
"NTranslation_Translation in mitochondria",-0.288186786749975,0.28,0.630293956545554,"10102;64960;54948;64963;114294;65080;28973;65008;65003;79590;10884;64976;57129;64978;51318;28998;64928;64983;6183;54938;92259;64951;64432;51264;122704;28957;51650;55052;51649;6150;51373;128308;6182;29093;63931;153527;29074;64949;64981;116541;60488;219927;65993;57176;54460;51021;55173","Translation in mitochondria"
"NTranscription_mRNA processing",-0.271002329299216,0.28,0.630293956545554,"10907;11218;6428;3181;6434;10212;55110;10285;6626;83443;10521;7307;7919;3184;10421;9939;6294;1479;84844;8487;6635;27258;25804;6637;11157;9295;6636;51691;57819;9984;51690;10250;10772;6632;11193;5511;23658;10915;6432;728642;3187;6426;10482;6433;65109;8106;6625;11189;8899","mRNA processing"
"NDNA damage_Core",-0.226946001600125,0.3,0.653480565371025,"5981;3364;6119;672;472;5591","Core"
"NCell cycle_Core",-0.285710921492198,0.3,0.653480565371025,"1874;595;5933;3978;5885;701;4331;5347;64682;8556;10459;1021;10270;7150;3835;8318;10926;332;995;1028;994;9735;9134;6119;983;1027;81620;1031;9088;8317;1164;5426;3619;23468;1026;9700;1030;1871;6795","Core"
"NCytoskeleton_Actin filaments",-0.41424331851874,0.3,0.653480565371025,"4629;1264;58;9324;6708;10163;8476;5592;5339;7456;2316;4628;3984;667;6840;4644;7454;2039;7402;7074;10420;4627;4650;3983;4638;1308;29993;7169;1729;81624;2318;27445;10529;4619;89;6442;4647;6624;88;22885","Actin filaments"
"NImmune response_Innate immune response to RNA viral infection ",-0.271168271372791,0.32,0.671994549480497,"23118;9641;4792;5600;3589;51311;6364;6356","Innate immune response to RNA viral infection "
"NSignal transduction_Nitric oxide signaling",-0.459761377305717,0.32,0.671994549480497,"2902;4217;8654;3667;5293;51655;64746;7422;9722;1742;5600;814;2904;815;4318;4846;3553","Nitric oxide signaling"
"NInflammation_Amphoterin signaling",-0.417856418120951,0.32,0.671994549480497,"6885;2355;3684;3984;7454;4322;5293;177;5599;10000;4792;3552;5054;5602;5600;4318;4619;3553;6279;6280","Amphoterin signaling"
"NDevelopment_Regulation of telomere length",-0.249404178213525,0.34,0.68483254370201,"6667;54984;10728;1021;5578;55505;8658;65057;672;26277;6146;7013;7011;3320;1026","Regulation of telomere length"
"NMuscle contraction_Nitric oxide signaling in the cardiovascular system",-0.439215379255505,0.34,0.68483254370201,"4772;23236;2101;5335;5592;2118;9472;5581;111;10365;6262;112;3320;7422;487;5138;775;2354;154;5330;815;4846;1910;2624","Nitric oxide signaling in the cardiovascular system"
"NInflammation_Complement system",-0.511839070154305,0.36,0.702062638405568,"733;5648;2219;1675;728;10747;712;714;22918","Complement system"
"NInflammation_Interferon signaling",-0.292881900432311,0.36,0.702062638405568,"4332;2099;9314;100507436;50615;6348;958;3553;2209;6354","Interferon signaling"
"NImmune response_BCR pathway",-0.327462983396959,0.38,0.717460949464012,"933;5788;4843;58;4772;29775;5335;3635;6885;7454;5293;4773;894;5579;5599;4792;5602;7462;604;10725;5452;7409;6850;4776;695","BCR pathway"
"NInflammation_NK cell cytotoxicity",-0.414816934673321,0.38,0.717460949464012,"4830;5578;5781;4843;7535;4772;23236;3595;3932;5335;919;914;3937;3384;7037;688;5581;3560;4773;100507436;6655;4792;6850;916;5551;3561;3824;10870;3594;2214;7305;27040;3001;4068","NK cell cytotoxicity"
"NDevelopment_ERK5 in cell proliferation and neuronal survival",-0.311708820011994,0.4,0.736279486413855,"2005;2353;6197;3932;65125;10746;9047","ERK5 in cell proliferation and neuronal survival"
"NSignal transduction_ERBB-family signaling",-0.265117618529773,0.4,0.736279486413855,"2066;1839;145957;1843;5335;4294;1846;5581;3667;2069;4792;5602;9046;5582","ERBB-family signaling"
"NSignal Transduction_Cholecystokinin signaling",-0.294827250757861,0.4,0.736279486413855,"6197;5578;5603;5922;23236;5333;5335;5338;11214;6722;5581;2099;885;6655;5579;5600;5330;815;5125","Cholecystokinin signaling"
"NNeurophysiological process_Taste signaling",-0.613254385977397,0.42,0.74937481910275,"80835;5330;5030","Taste signaling"
"NInflammation_IL-12,15,18 signaling",-0.276635650887313,0.42,0.74937481910275,"5599;4792;5602;10148;3594","IL-12,15,18 signaling"
"NCell cycle_G1-S",-0.300579908180142,0.44,0.76664217071792,"4605;4163;9656;1874;595;7248;5933;4738;9978;890;7311;7298;4331;5347;64682;8556;10459;997;3621;29945;7249;1021;3364;8851;1020;3840;2177;1028;9134;983;25847;1027;672;6502;6233;4616;1164;3838;8558;1647;472;894;1026;79858;4792;1030;63967;2354;1493;586","G1-S"
"NApoptosis_Anti-Apoptosis mediated by external signals via MAPK and JAK/STAT",-0.311274783289227,0.44,0.76664217071792,"7297;3718;8851;1020;332;2323;6197;5578;3574;3726;983;23236;1438;9774;5155;5335;581;5154;10018;2355;6722;3727;5292;5581;2057;112;5599;5602;5600;7409;597;6850;117;5156;2056;3561;5159;135","Anti-Apoptosis mediated by external signals via MAPK and JAK/STAT"
"NDevelopment_Neurogenesis_Axonal guidance",-0.388024961131694,0.44,0.76664217071792,"3897;4744;7408;10417;2042;1020;4750;1630;6197;5578;79026;6586;64780;4909;58;23236;1947;10163;2049;5335;55558;6900;1808;4628;1000;51807;8828;10787;55811;3984;57522;223117;23092;6092;9826;8507;7204;5364;9638;6262;2048;4627;1943;9353;8745;3983;775;338;5649;117;91584;80031;815;4619;2044;4915;90249;627;5125;347733;8633;4916;4974;5365","Neurogenesis"
"NInflammation_Inflammasome",-0.31717674383256,0.46,0.780531241398293,"5027;22861;5603;8894;90865;6300;6885;3661;64170;64127;3663;23118;29108;9641;4792;5602;5600;695;633;114548;3553;51311","Inflammasome"
"NProliferation_Lymphocyte proliferation",-0.388525552848899,0.48,0.793712446351931,"4772;23236;3595;1947;919;3937;941;940;6352;7852;6199;3559;3560;5293;6693;921;894;6655;5599;1026;10000;4792;5602;53833;50615;7409;6850;10148;916;939;6348;29851;3561;9046;8764;958;3594;3586","Lymphocyte proliferation"
"NReproduction_Spermatogenesis, motility and copulation",-0.297993064702958,0.48,0.793712446351931,"4678;199720;1839;10863;3643;3024;1387;7182;773;367;5154;7180;6885;3676;3010;23118;8911;10420;650;3303;5579;6909;29947;5452;5156;815;25876;3315;1644;3479;81629;113746","Spermatogenesis, motility and copulation"
"NSignal transduction_Leptin signaling",-0.304622773074087,0.5,0.805185475444096,"31;7422;4792;5054;5140;51083;3553;1375;6517","Leptin signaling"
"NCell adhesion_Attractive and repulsive receptors",-0.385510529461821,0.5,0.805185475444096,"3678;1947;2049;55558;3384;1808;3684;51807;8828;1282;3984;57522;9378;6092;9826;5293;5364;284217;7074;4301;2048;1943;9353;23499;3672;91584;80031;2044;90249;347733;8633;1277;1305;3956;2335;5365","Attractive and repulsive receptors"
"NBlood coagulation",-0.427504145943608,0.52,0.81617823042648,"2153;2162;4485;2161;2159;2151;7450;2815;5054;5345;3848;2147;2157;10544;5270;958;7980;135","Blood coagulation"
"NInflammation_IL-2 signaling",-0.412057531922967,0.52,0.81617823042648,"3559;5581;5293;2099;4773;894;4792;10725;5600;597;6850;5582;7070;4900","IL-2 signaling"
"NInflammation_IL-4 signaling",-0.416106719426914,0.52,0.81617823042648,"2206;4792;604;6348;3561;9046;958;4094;3586;6369;1493","IL-4 signaling"
"NCell cycle_G1-S Interleukin regulation",-0.308330303746335,0.52,0.81617823042648,"3559;10140;3667;5293;894;6655;5599;1026;10000;4792;1030;3552;5602;3561;3553;3586","G1-S Interleukin regulation"
