"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NProteolysis_Connective tissue degradation",0.340224823980662,0,0,"7079;3693;2006;2331;5327;1511;1307;5269;1471;4060;1519;12;4314;1281;6695;5547;5270;7076;26085;5104;5265;5340;4313;7078;3909;4319;4351;4811;1277;1215;7077;9695;5046;3026;5054;4035;4327","Connective tissue degradation"
"NDNA damage_Checkpoint",-0.57899884467475,0,0,"7316;11011;5985;64682;10856;5111;7531;2547;6300;1019;5885;5984;2810;5883;9656;5591;80198;580;7532;84446;672;1017;11073;7534;11200;983;1111;891;995;898;993;9700;55723;890;2177;9232;994;9133;641;9088","Checkpoint"
"NTranslation_Elongation-Termination",0.324006450524195,0,0,"5295;6235;6146;23521;6138;6203;6726;23405;1915;48;23708;6154;6144;85476;6141;6136;3190;6729;4736;1933;6208;6165;6160;6122;6155;1937;79048;6727;5170;6152;6206;6193;6161;6218;6130;6207;6230;6188;6233;6228;6135;6139;6167;25873","Elongation-Termination"
"NCell cycle_S phase",-0.710213664428686,0,0,"5982;5422;7027;23468;51053;7316;80174;11011;5985;25792;64682;10263;115426;5566;7156;10459;5111;5427;990;5885;5984;9656;11190;1874;672;5425;1017;8208;5888;4172;10036;5426;11200;84515;23649;1663;79075;26271;8317;4175;63922;983;4998;3978;891;4751;5424;4173;2237;898;4174;4176;9700;890;4171;9232;699;5347;9133;23594;8318;55388","S phase"
"NTranscription_mRNA processing",-0.487454851815199,0,0,"10262;4841;7536;9416;6636;65110;29107;3187;9984;4686;51729;57187;1478;3191;27339;9129;55110;7919;8106;6433;6637;51690;50628;3181;22913;7307;10992;6294;135295;11052;10915;57819;6632;25804;26986;8732;8570;8899;65109;54957;8175;5725;6426;51692;29894;22827;1479;22916;6732;23450;6627;6626;10212","mRNA processing"
"NDevelopment_Ossification and bone remodeling",0.342704095530367,0,0,"4958;7043;6424;10468;3479;652;3487;8817;1300;4090;5764;51176;4086;1009;659;10413;10631;658;1499;2308;2263;308;3685;6926;4853;8646;2114;90;1387;4089;5734;4982;7189;3481;4091;28514;7071;55589;10140;5167;165;860;1277;7092;50846;7042;1052;1435;5744;799;4092;8321","Ossification and bone remodeling"
"NCell adhesion_Platelet-endothelium-leucocyte interactions",0.378093219274464,0,0,"3572;80310;58494;7043;83700;5327;947;7048;5627;90952;1511;4790;3490;56034;7450;3553;100506658;5159;7082;5624;1281;1290;5175;5270;7057;26085;3685;5104;4481;2159;928;6403;5340;5156;4921;7058;4313;6401;2157;3688;948;9223","Platelet-endothelium-leucocyte interactions"
"NCell cycle_G1-S",-0.491138333591947,0,0,"3837;2874;7398;10987;8454;8312;7249;51433;3840;8900;8558;1029;29882;10950;1163;1493;7027;586;7316;3836;7317;64682;997;10459;5111;7531;1019;2810;5883;4793;9656;7532;1874;672;1017;5933;3838;8851;1032;5888;7534;11200;9134;26271;1164;983;4839;1111;7298;4751;6502;1033;898;993;890;2177;5347;641","G1-S"
"NCell cycle_Mitosis",-0.632985742408211,0,0,"7316;3836;203068;64682;10013;7283;10592;1639;8379;3835;10459;7277;51678;5885;3609;10300;55743;84790;347688;10381;7532;10038;10376;1785;1434;27436;3838;1104;83540;4085;9918;983;10403;891;1063;55872;4751;9735;3619;995;3832;993;9700;7272;9493;1058;9232;699;5347;994;9133;11004;259266;6790;332;22974;991;64151;1062;9212","Mitosis"
"NCell cycle_G2-M",-0.592945532062256,0,0,"4691;3054;7316;1956;7317;64682;10592;5566;5894;997;3835;10459;7531;6300;54957;5155;2810;5883;9656;7532;5605;3265;672;51512;1786;4001;5888;1104;7534;4085;9918;11200;26271;1164;983;1111;891;4751;1789;6502;3619;995;10733;3832;993;890;2177;9232;699;5347;994;9133;6790;641;9088;991;64151;2305;11065;9212","G2-M"
"NCytoskeleton_Regulation of cytoskeleton rearrangement",-0.312612801162544,0,0,"5217;5584;10677;2316;4478;10092;9564;1627;8936;1729;54509;9475;10097;5747;121512;10095;203068;81;5911;7283;375;88;8476;7531;9826;5339;7277;2810;84790;347688;10381;7532;4650;3984;10376;6712;6714;2778;81624;5216;1894;7534;5347","Regulation of cytoskeleton rearrangement"
"NCell adhesion_Cell-matrix interactions",0.384088645643575,0,0,"3908;7373;1842;4239;6444;7079;1101;3693;1634;2006;2192;1307;10516;4060;1300;2697;2199;7130;1311;4314;1281;1290;6695;143903;2202;2200;1278;7057;8082;3339;7076;3913;3685;1462;633;4059;6445;4313;3964;8516;7078;3688;3909;4319;8910;4811;1303;8515;3690;3958;1277;3910;7077;1298;3026;4327;1893;10417","Cell-matrix interactions"
"NDevelopment_Regulation of angiogenesis",0.290402318392377,0,0,"283;5295;5921;3708;7048;4790;7026;3953;3397;2697;1909;3553;55109;3952;6774;6935;8915;2736;1910;7082;1942;4915;185;1499;2308;7057;388;633;1387;4089;5340;7189;4313;23576;7428;3688;3717;118;6667;154796;5170;821;694;6777;7857;50846;3172;7042;1948;2043;6776;7852;5333;5595;5054;9037;1191;1432","Regulation of angiogenesis"
"NReproduction_Progesterone signaling",-0.383300368483287,0,0,"1956;7422;203068;9712;5566;1639;5894;2564;8379;10459;7277;5606;2932;8295;84790;347688;8202;10381;3265;1874;4282;10376;6714;2778;4085;11200;1164;983;891;83463;995;890;699;5347;994;9133;6790;9088;991","Progesterone signaling"
"NDevelopment_EMT_Regulation of epithelial-to-mesenchymal transition",0.298704814024805,0,0,"3572;80310;5295;2099;7043;596;4582;7048;145258;652;5728;2353;1793;1958;51176;1909;3553;1003;3716;100506658;6774;7168;6935;5159;7082;1281;4214;50507;1499;1278;3725;2263;3875;3685;1601;59;90;2246;4089;5156;9855;4313;182;6093;3481;3688;3717;6667;1027;5170;7431;5743;6662;387;998;3690;10818;2247;1277;3551;3172;7042;800;5609;6416;6591;1386;5054;4092","EMT"
"NAutophagy_Autophagy",0.45861285460145,0.02,0.119625912408759,"7098;5295;596;51284;5728;353376;8678;572;11337;22863;7096;11345;8660;55054;5170;30849;64422","Autophagy"
"NCell cycle_G0-G1",-0.454995387620402,0.02,0.119625912408759,"2475;5465;1029;1875;7027;1024;64682;5911;3066;1019;2932;10634;1874;1017;5933;1871;5036;983;993;1870","G0-G1"
"NCytoskeleton_Intermediate filaments",-0.404017431248356,0.02,0.119625912408759,"5602;286887;84260;3798;5630;1020;7846;3831;2010;2125;10763;4644;631;9118;64780;7112;9475;203068;3868;81;5317;7283;1639;5339;7277;3853;2810;84790;347688;10381;7532;10376;4001;983","Intermediate filaments"
"NInflammation_Amphoterin signaling",-0.355761538051156,0.02,0.119625912408759,"3146;6283;207;5290;7124;3557;9475;10097;4791;6280;2002;5894;6300;8061;4793;4312;3985;6279;5605;3265;3984;4282;3654;4318","Amphoterin signaling"
"NInflammation_MIF signaling",-0.37786126670874,0.02,0.119625912408759,"10987;5332;109;5330;1394;7124;108;5052;8900;113;9020;4791;7316;7345;5566;1019;4312;4282;1017;3654;2778;3159;983;891;6502;898;3925;890","MIF signaling"
"NImmune response_TCR signaling",-0.332114272713284,0.02,0.119625912408759,"920;7185;207;5290;7124;3674;27040;5133;3678;5781;162;9020;4772;1493;9475;3604;10097;8907;4791;7316;7336;5588;2002;4775;160;5534;5894;7186;1173;6300;1019;5606;23308;5605;3265;1445;3984;5335","TCR signaling"
"NReproduction_Gonadotropin regulation",0.285790380016979,0.02,0.119625912408759,"5295;2099;1846;3708;10468;652;3953;2353;1843;1958;2354;2776;3553;3952;367;8644;3726;7434;4214;3725;4209;3164;5734;5581;107;1438;6401;5742;3717;6667;5743;998;775;7857;5609;6416;408;8536;1386;5595;23426;5187;4131;1432","Gonadotropin regulation"
"NProteolysis_Ubiquitin-proteasomal proteolysis",-0.341411858463338,0.02,0.119625912408759,"4193;51377;9810;57154;9690;5695;113878;5694;6613;5684;7415;5689;5714;9978;84447;10054;7325;9098;7332;5719;51182;5692;7329;867;5691;51366;5705;7316;7336;5690;7345;7317;5709;79139;7322;7283;5718;5693;10055;10213;5688;997;5717;5702;55743;580;55559;23198;55611;672;5708;5886;11065","Ubiquitin-proteasomal proteolysis"
"NProliferation_Negative regulation of cell proliferation",0.294878823485592,0.02,0.119625912408759,"3572;7832;7031;5295;10668;7043;596;9630;4692;7048;3454;9314;3479;3490;3487;5925;1958;3489;149428;10608;3553;1030;3480;9337;6349;29883;4149;199;3485;4286;5745;5906;7189;8804;7428;5928;3717;1027;54472;694;5743;1741;2619;6655;10933;9180;8519;7042","Negative regulation of cell proliferation"
"NSignal transduction_Leptin signaling",0.334695914731022,0.04,0.207288537549407,"5295;4790;3953;2353;5564;1958;9915;3553;3952;6774;2908;8521;3667;32;7076;5468;8660;4313;3717;118;5571;5170;6777;6833;6776;1052;1386;5054;1191","Leptin signaling"
"NTranscription_Transcription by RNA polymerase II",-0.31909458571456,0.04,0.207288537549407,"55090;7150;5432;23097;9044;23054;9862;3146;5450;11198;8805;54457;9441;2648;8812;5469;1024;6874;6875;10915;6829;9968;9150;6877;2071;6621;80237;8295;5437;5433;10589;51586;6749;23450;8458","Transcription by RNA polymerase II"
"NNeurophysiological process_Circadian rhythm",0.374808385952632,0.0600000000000001,0.268576305906453,"3708;8864;1408;79365;2353;1958;8863;3726;7434;6095;8553;3725;4920;5906;107","Circadian rhythm"
"NInflammation_Interferon signaling",0.314967387637877,0.0600000000000001,0.268576305906453,"7098;2099;8743;596;3454;9314;2353;3553;3716;6774;10581;7076;3430;841;834;4332;5468;3434;10379;2634;3717;1027;6777;2537;8519;3659;6776;5595;3445;3588;3429","Interferon signaling"
"NTranslation_Regulation of initiation",-0.327348285589569,0.06,0.268576305906453,"5594;8664;5499;5879;5293;6009;2767;3601;3646;3561;887;7249;207;5290;2475;867;6654;1956;5894;8986;6300;5606;2932;1978;4296;1981;5605;3265;6199;8894;6714;8662","Regulation of initiation"
"NCardiac development_BMP_TGF_beta_signaling",0.314097256927854,0.0600000000000001,0.268576305906453,"2099;7043;4629;7049;7048;652;5925;3397;91;4090;8854;1003;4086;2736;4208;658;5175;3399;1499;84525;4209;27295;90;4089;5581;4091;118;6662;4628;775;4619;7042;6591","BMP"
"NApoptosis_Apoptosis stimulation by external signals",0.312473429795412,0.0600000000000001,0.268576305906453,"5515;7043;5921;8743;596;7048;4790;3953;2353;91;2776;572;3952;4915;4214;51752;842;3725;841;6609","Apoptosis stimulation by external signals"
"NSignal transduction_Androgen receptor nuclear signaling",0.289463131231145,0.0600000000000001,0.268576305906453,"5515;5304;857;4246;5728;5925;2934;2353;4128;64800;8204;27347;8648;6774;367;8031;56937;9604;7251;7110;1499;10106;6605;1387;10463;10011;7520;4313","Androgen receptor nuclear signaling"
"NSignal Transduction_TGF-beta, GDF and Activin signaling",0.305980330764839,0.0600000000000001,0.268576305906453,"5515;2625;5295;7043;5654;3708;7049;7048;10468;3479;4790;2353;91;51176;2661;1030;659;5520;4214;3667;3815;3480;3725;1601;7044;90;1387;4089;2122;6667;10140;894;5743;387;860;2339;7042;94;1386;5054;4092","TGF-beta, GDF and Activin signaling"
"NApoptosis_Apoptotic nucleus",-0.33098959845116,0.06,0.268576305906453,"10277;1616;84883;22985;578;9475;3054;4791;51428;3002;26574;57060;2071;2547;5885;5591;1051;1773;580;5467;3148;672;4001;5888;4830;11200;1111;9700;2177;641","Apoptotic nucleus"
"NTranslation_Translation in mitochondria",-0.336592031399114,0.08,0.324529702970297,"128308;7284;10573;64965;51373;51253;64960;79587;51081;63875;64949;51073;29088;6183;54938;64432;51116;51069;64978;64969;6182","Translation in mitochondria"
"NProtein folding_Folding in normal condition",-0.315019113262822,0.08,0.324529702970297,"3300;5202;3308;3299;3311;3458;64714;80273;84901;3315;23759;11140;60681;134266;9049;5535;9093;8086;51182;23523;10471;3297;5611;10808;10294;80331;3329;10131;5534;10525;51726;6449;3326;10598;10036;55723","Folding in normal condition"
"NCell cycle_G1-S Growth factor regulation",-0.297020185205382,0.08,0.324529702970297,"207;5290;8900;1029;5781;867;1163;6654;7027;5747;4791;1956;7422;5588;7039;8877;6497;5894;654364;1019;2932;4793;28227;5605;3265;1874;1017;5933;6714;1032;4830;5335;898;993;890","G1-S Growth factor regulation"
"NDevelopment_Blood vessel morphogenesis",0.259877305300277,0.0800000000000001,0.324529702970297,"283;5295;51705;9353;5327;150;4790;652;6387;9429;2353;4057;1901;1909;3553;1998;6774;1902;1910;4214;51752;1499;2308;5209;9068;5176;2034;187;8829;90;2246;5340;5139;2004;6401;182;7428;4435;6667;3263;5170;2255;387;6777;2247;7018;6416;6776;7852;5595;2888;4327","Blood vessel morphogenesis"
"NTransport_Manganese transport",-0.33680465982029,0.1,0.368183094636338,"50;7226;6818;55503;4200;22953;4199;7408;6648;26229;2810;7037;7534;7064;5496;2237","Manganese transport"
"NCell cycle_G1-S Interleukin regulation",-0.333857652367996,0.12,0.403725943033103,"207;5290;8900;1029;5781;9020;6654;7027;4791;2002;3559;5894;1019;2932;4793;5605;3265;1874;1017;5933;1032;3654;898;993;890","G1-S Interleukin regulation"
"NCell adhesion_Attractive and repulsive receptors",-0.27917718616208,0.12,0.403725943033103,"5879;5293;7846;673;4897;1944;7410;57522;55740;2050;7087;2017;5290;23654;3678;2049;3897;5781;1282;64780;2047;9475;10097;5747;1305;203068;2886;971;5566;5894;1943;9826;55558;7277;10755;2932;3985;84790;347688;10381;3984;10376;5361;6714;5365","Attractive and repulsive receptors"
"NDevelopment_Skeletal muscle development",0.255113024222428,0.14,0.439124401913876,"6444;4629;2006;3479;7168;4208;7402;1960;2317;4209;59;4634;8736;1387;6445;3688;8910;6840;6329;387;23411;775;2318;4619;2247;800;4604;2275;4131;10627;1605;1289;1410;137868;72","Skeletal muscle development"
"NInflammation_Jak-STAT Pathway",0.264957345804788,0.14,0.439124401913876,"3572;80310;3454;3479;3597;53832;6387;56034;3953;10254;8835;3716;3952;6774;5618;1363;5159;185;3480;6349;1436;8554;1154;5156;1438;3481;9655;3717;6777;9180;3596;6776;1435;7852;5595;3445;3588","Jak-STAT Pathway"
"NInflammation_IFN-gamma signaling",-0.305634600155291,0.16,0.472468468468469,"3456;2889;5600;3458;4609;6772;6361;5594;8651;1399;5293;2185;9447;207;5290;8900;5781;867;2176;838;4793;1051;8894;672;6714;4318;5335;898;4174","IFN-gamma signaling"
"NImmune response_Phagocytosis",-0.276156945285013,0.16,0.472468468468469,"2208;1399;5879;5293;2185;3601;1380;4430;5777;5586;23396;348;5330;140885;5217;4478;4644;5290;27040;3678;811;134;867;9475;10097;3687;4791;81;1378;88;3929;7408;6300;4793;3985;4650;8685;3984;23210;5216;5335","Phagocytosis"
"NSignal transduction_NOTCH signaling",0.223153022736009,0.16,0.472468468468469,"80310;2625;5295;7043;6424;7048;6423;6938;4790;5728;26508;2065;56034;2353;7474;9915;2273;8322;8325;8650;5663;6774;5159;8945;8626;4214;1975;1499;3725;2034;7481;1601;4853;3955;4089;5156;8076;182;6422;5932;5601;3280;28514;3717;1027;7314;8777;5170","NOTCH signaling"
"NProteolysis_Proteolysis in cell cycle and apoptosis",-0.312900385015379,0.18,0.499466666666667,"5657;10987;836;8454;51433;84231;10277;29882;9985;9020;23581;64682;3002;2873;838;9040;7064;26271;983;891;6502;898;9700;9232;991;11065","Proteolysis in cell cycle and apoptosis"
"NCell adhesion_Leucocyte chemotaxis",-0.264570826814112,0.18,0.499466666666667,"1230;2919;7535;5594;6362;2768;1399;5879;5293;2185;6374;7846;5332;23396;7087;5330;6370;10672;920;5290;27040;818;6357;10563;867;9475;10097;5747;6364;203068;7283;7408;9826;7277;9138;6354;84790;347688;10381;10376;6714;5216;5335","Leucocyte chemotaxis"
"NCell adhesion_Cadherins",0.242138956473378,0.18,0.499466666666667,"5515;5295;6424;54510;8313;1495;1452;51466;5728;8976;1308;10023;977;8502;7474;51176;113457;1003;1009;11075;5663;8945;7082;1004;1499;5797;1601;2274;5979;667;112714;27123","Cadherins"
"NApoptosis_Anti-Apoptosis mediated by external signals by Estrogen",-0.334042592774399,0.2,0.526546184738956,"4846;5602;4609;1535;581;5594;4217;5879;6647;5330;90427;207;5290;9564;578;2002;5894;6648;5606;2810;5605;3265;6714;332","Anti-Apoptosis mediated by external signals by Estrogen"
"NInflammation_Inflammasome",0.237859271970323,0.2,0.526546184738956,"7098;5295;10628;51284;4790;90865;114548;353376;3553;29108;8892;11035;23586;834;633;7189;10379","Inflammasome"
"NInflammation_TREM1 signaling",-0.304353659230302,0.2,0.526546184738956,"4615;5600;4118;3458;958;5602;4193;637;581;7157;7535;5594;5293;3146;54210;207;5290;7124;3556;3678;9020;867;4772;6654;3687;2002;5534;5894;7531;6300;2810;64170;6354;7532;5605;3265;3654;7534;5335","TREM1 signaling"
"NImmune response_Phagosome in antigen presentation",-0.276800951286311,0.2,0.526546184738956,"6890;23233;11336;5695;23480;5694;5684;7415;5689;2208;1399;5879;5293;2185;1380;5719;5777;51182;23396;29927;5692;5330;140885;5217;4478;207;5290;6891;27040;3678;811;867;5691;9475;10097;4791;5690;81;5709;79139;5718;88;5693;10213;5688;3929;7408;6300;5717;4793;23198;3984;3326;5708;55176;23210;5216;5335","Phagosome in antigen presentation"
"NSignal transduction_ESR1-nuclear pathway",-0.270325350992207,0.2,0.526546184738956,"1380;57109;10987;23054;109;3146;4201;3949;8805;207;5290;108;4436;11331;79039;113;100;1152;7316;1956;5469;7422;53335;7322;9667;1312;5566;5894;133;133522;6942;2932;27043;9219;8202;5605;3265;6597;672;1017;6714;2778;51083;790;7298;993;994;2305","ESR1-nuclear pathway"
"NTranslation_Selenium pathway",0.319649427241582,0.22,0.548160395286963,"3176;7494;1491;1734;3725;4780;6403;79048;6667","Selenium pathway"
"NSignal Transduction_BMP and GDF signaling",0.274208710746697,0.22,0.548160395286963,"5515;5654;7048;10468;3479;652;3397;4090;4086;659;5520;658;8646;5468;90;1387;4089;4920;4091;1027;10140;6662;860;94;1386;4092","BMP and GDF signaling"
"NNeurophysiological process_GABAergic neurotransmission",-0.324930222977579,0.22,0.548160395286963,"6529;5499;2744;2185;7846;1213;2550;2271;109;53358;22809;203068;160;9568;468;1173;2805;4191;7277;9057;84790;347688;10381;3265;10376;6804;6714","GABAergic neurotransmission"
"NProliferation_Lymphocyte proliferation",-0.277102909251517,0.22,0.548160395286963,"7006;941;958;1947;5602;151888;27102;6772;3567;6198;7535;970;5594;29851;4049;5879;5293;2185;246778;7297;9046;3601;5777;836;3561;3455;207;5290;7124;2475;84876;867;4772;6786;2047;50615;6654;3604;3614;5588;11146;7187;2000;3559;5894;7186;5606;8440;23308;4793;53833;5605;3265;6199;1017","Lymphocyte proliferation"
"NSignal transduction_CREM pathway",-0.291927161894526,0.24,0.564723618090452,"3099;675;7054;30818;3623;207;7124;7316;1956;2117;5566;5894;997;1051;5605;3265;6714;2778;983;890","CREM pathway"
"NApoptosis_Death Domain receptors & caspases in apoptosis",-0.29741815504872,0.24,0.564723618090452,"59082;695;57448;1676;162989;84433;958;317;11083;970;4049;5757;4217;1677;836;8996;9618;9191;79092;58484;10922;1612;7185;7124;1616;22985;1613;23581;3604;79444;7187;3002;9141;7186;10293;838;64170;5888;332","Death Domain receptors & caspases in apoptosis"
"NApoptosis_Anti-Apoptosis mediated by external signals via MAPK and JAK/STAT",0.220823715632127,0.24,0.564723618090452,"80310;5295;665;596;9252;3708;56034;2353;1958;2776;572;3716;6774;5618;8915;5159;3726;4214;3725;5176;4170;834;9774;5581;107;5156;7189;1438;3717;89832;5170;5743;6777;998;727;840;5609;6416;2322;6776;1386","Anti-Apoptosis mediated by external signals via MAPK and JAK/STAT"
"NCardiac development_Wnt_beta-catenin, Notch, VEGF, IP3 and integrin signaling",0.233216349526095,0.26,0.580034030968181,"845;4629;10203;3708;5728;3397;2776;2697;51176;1003;3087;2736;4208;2200;5175;3399;1499;7057;5532;84525;6926;1462;4209;59","Wnt"
"NTranscription_Nuclear receptors transcriptional regulation",0.24130666316891,0.26,0.580034030968181,"6097;2099;9443;5241;2959;7026;9321;154;5441;4929;3553;8204;8648;367;8031;2908;7337;4214;6095;7025;6096;5468;6879;2104;3164;1387;4920;10011;107;5156;7189;6878;892;9975;8431;6655;6872;6130;6256;3172","Nuclear receptors transcriptional regulation"
"NCell adhesion_Cell junctions",0.24220374382502,0.26,0.580034030968181,"58494;5295;857;83700;1997;5010;1495;5728;7122;1308;8502;2701;2697;51176;113457;1003;65266;27134;481;1009;100506658;7082;1499;3875;667;112714;57530;2702;660;6093;3688;9223;7278;6667;8777;7431;387;80086","Cell junctions"
"NSignal transduction_WNT signaling",-0.257632692843483,0.26,0.580034030968181,"3170;5879;673;7475;2767;7480;8312;81029;5330;5518;83439;89780;1454;80326;818;4772;9475;1956;7422;7477;7039;8550;10454;5566;5894;6300;8061;5606;2932;1456;1453;5467;1523;6714;2778;891;898;890;332;1870","WNT signaling"
"NApoptosis_Anti-Apoptosis mediated by external signals via PI3K/AKT",0.228304851411467,0.26,0.580034030968181,"5515;5295;596;3479;4790;154;2065;2674;2776;558;3553;572;3716;5618;8915;5159;3726;5520;4915;3667;599;3480;842;2308;5176;2263;3685;839;4170;834;2246;8660;107;5156;1438;8516;3717;5170;2255;8515;727;840;2247;1277","Anti-Apoptosis mediated by external signals via PI3K/AKT"
"NNeurophysiological process_Taste signaling",-0.433592331744857,0.28,0.592683241846949,"80835;29850;2911;346562;83756;5330;22953;3710","Taste signaling"
"NNeurophysiological process_Melatonin signaling",0.324161368429843,0.28,0.592683241846949,"3708;6095;3778;4920;107","Melatonin signaling"
"NTransport_Iron transport",-0.292442837146207,0.28,0.592683241846949,"57817;7124;4520;54583;51022;3934;50;5351;57348;5352;7037;84678;8544;8985;1017;6241;10058","Iron transport"
"NMuscle contraction_Nitric oxide signaling in the cardiovascular system",0.248897611425456,0.28,0.592683241846949,"5515;5295;857;3708;4790;154;2354;10365;2776;1910;4208;3725;2034;2114;5576;5581;5139;6667;153;23411;775;5141;408;1386","Nitric oxide signaling in the cardiovascular system"
"NCell adhesion_Platelet aggregation",-0.260191474155431,0.3,0.605775450485138,"7535;5770;5879;5293;2185;7410;2767;5332;109;5330;2316;10672;207;5290;108;27040;113;1282;1280;9475;5747;954;81;88;5566;22953;7408;2811;7941;6714;2778;7534;5335","Platelet aggregation"
"NReproduction_FSH-beta signaling pathway",0.254264776881566,0.3,0.605775450485138,"5515;5295;3708;7049;7048;10468;3479;4790;652;2353;91;1958;2661;4086;5520;4214;3667;658;3480;1499;2308;6196;3725;90;8660;1387;4089;4920;9825;107;6667;1027;10140;894;694","FSH-beta signaling pathway"
"NDevelopment_Keratinocyte differentiation",-0.322889485334765,0.32,0.625263785394933,"5594;4217;2767;7051;4851;23581;5894;8061;5606;5605;3265;6714;5335","Keratinocyte differentiation"
"NCell adhesion_Glycoconjugates",0.226495834145298,0.32,0.625263785394933,"4137;1634;2006;4582;2192;6387;113457;2199;3952;7130;4915;3667;842;1462;841;27181;112714;1436;8660;6403;1015;3964;6401;6093;3688;7278;945;4099;387;80086;8515;998;3037;3958;1277;8692;5595;3026;4909","Glycoconjugates"
"NDevelopment_Hedgehog signaling",0.215278183449259,0.32,0.625263785394933,"648;652;7026;1452;4036;3397;1958;7474;10284;4090;51176;8322;8650;4086;367;6935;2736;659;8945;8626;658;11035;6925;3399;1499;6095;23291;2263;1959;1601;2114;84976;90;5745;1387;1028;4089;5576;4920;107;182;6093;3280;118;6667;1027;7314;406;91653;6662;387;2619;3690;23411;10818;50846;6416;408;5595;407;5744;8405;8321;6233;5626","Hedgehog signaling"
"NImmune response_Innate immune response to RNA viral infection ",0.261879330535722,0.34,0.64251081003171,"7098;51284;3454;4790;3716;11035;3725;23586;841;1387;7189;10379;6401","Innate immune response to RNA viral infection "
"NMuscle contraction_Relaxin signaling",0.265619450729789,0.34,0.64251081003171,"5241;3708;4790;6019;6013;3553;8622;1910;2908","Relaxin signaling"
"NTransport_Synaptic vesicle exocytosis",0.242160010130331,0.34,0.64251081003171,"9;3176;5874;94121;54536;4128;9341;8766;6622;273;9522;2752;6532;9342;10497;10276;2571;23673;10815;55770;6453;6844;2275;6857;8825;112755;55763","Synaptic vesicle exocytosis"
